0.38478,42436
0.127007,42963
0.0835569,43555
0.0416817,44250
0.0124042,44906
0.00409447,45488
0.0035458,45995
0.00351673,46513
0.00232302,47075
0.000667496,47623
0.000463401,48170
0.000302248,48808
0.000103067,49336
8.88182e-05,49794
8.07532e-05,50219
7.49539e-05,50771
1.12418e-05,51381
1.12418e-05,51897
1.12418e-05,52431
1.12418e-05,53001
1.12418e-05,53974
2.27409e-06,55116
1.43668e-06,55620
1.0465e-06,56044
5.21543e-07,56610
1.6314e-07,57351
1.6314e-07,58002
1.46107e-07,58602
5.99646e-08,59219
3.4053e-08,59802
3.4053e-08,60380
2.05034e-08,60889
7.11778e-09,61425
7.11778e-09,61987
5.40524e-09,62559
3.66887e-09,63113
3.08809e-09,63671
1.06024e-09,64213
8.17107e-10,64788
8.05226e-10,65342
8.05226e-10,65943
7.17417e-10,66449
5.15652e-10,66947
4.51706e-10,67461
3.94846e-10,68046
3.43638e-10,68622
3.13308e-10,69165
3.13308e-10,70287
2.92578e-10,70782
2.85329e-10,71240
2.75874e-10,72759
2.70713e-10,73428
2.59614e-10,74049
2.50407e-10,74693
2.38715e-10,75319
2.29702e-10,75932
2.16443e-10,76567
1.97147e-10,77192
1.84209e-10,77812
1.41787e-10,78417
1.33227e-10,78980
1.21137e-10,79557
8.74822e-11,80173
6.10574e-11,80778
6.10574e-11,81381
4.44688e-11,81958
3.89241e-11,82552
3.45192e-11,83140
2.99761e-11,83747
2.6233e-11,84349
2.54429e-11,84946
1.99306e-11,86889
1.93266e-11,87613
1.83101e-11,88130
1.76754e-11,88723
1.67309e-11,89220
1.61522e-11,89928
1.57778e-11,90681
1.54594e-11,91348
1.47697e-11,91994
1.4207e-11,92695
1.26101e-11,93391
1.12231e-11,94099
1.10193e-11,94791
1.04541e-11,95482
9.93351e-12,96113
9.7176e-12,96791
9.37722e-12,97458
9.20041e-12,98110
8.99481e-12,98764
8.74456e-12,99441
8.52173e-12,100085
8.28074e-12,100778
7.86062e-12,101458
7.72898e-12,102134
7.62127e-12,102800
7.4162e-12,104011
7.03444e-12,105151
7.03444e-12,105687
6.74874e-12,106253
