6, 1e-06, 0.101264
8, 1e-06, 0.105748
10, 1e-06, 0.105986
12, 1e-06, 0.203067
14, 1e-06, 0.098699
16, 1e-06, 0.137056
1, 1e-06, 0.157661
2, 1e-06, 0.149275
4, 1e-06, 0.197447
6, 1e-06, 0.101142
8, 1e-06, 0.123044
10, 1e-06, 0.106559
12, 1e-06, 0.102604
14, 1e-06, 0.105599
16, 1e-06, 0.29542
1, 1e-06, 0.15879
2, 1e-06, 0.152521
4, 1e-06, 0.107378
6, 1e-06, 0.10314
8, 1e-06, 0.111112
10, 1e-06, 0.106816
12, 1e-06, 0.099779
14, 1e-06, 0.098516
16, 1e-06, 0.187229
1, 1e-06, 0.155845
2, 1e-06, 0.149182
4, 1e-06, 0.107765
6, 1e-06, 0.099896
8, 1e-06, 0.120249
10, 1e-06, 0.112478
12, 1e-06, 0.100655
14, 1e-06, 0.098579
16, 1e-06, 0.184449
1, 1e-06, 0.155297
2, 1e-06, 0.149895
4, 1e-06, 0.108166
1, 1e-06, 0.156905
2, 1e-06, 0.149333
4, 1e-06, 0.110459
6, 1e-06, 0.106715
8, 1e-06, 0.117782
10, 1e-06, 0.113244
12, 1e-06, 0.151552
14, 1e-06, 0.107072
16, 1e-06, 0.227772
1, 1e-06, 0.166149
2, 1e-06, 0.164053
4, 1e-06, 0.107925
6, 1e-06, 0.104555
8, 1e-06, 0.124455
10, 1e-06, 0.107847
12, 1e-06, 0.101871
14, 1e-06, 0.111148
16, 1e-06, 0.207629
1, 1e-06, 0.155841
2, 1e-06, 0.150177
4, 1e-06, 0.107367
6, 1e-06, 0.101685
8, 1e-06, 0.118828
10, 1e-06, 0.123146
12, 1e-06, 0.109226
14, 1e-06, 0.11168
16, 1e-06, 0.175215
1, 1e-06, 0.165387
2, 1e-06, 0.16134
4, 1e-06, 0.118985
6, 1e-06, 0.109578
8, 1e-06, 0.162221
10, 1e-06, 0.125572
12, 1e-06, 0.10264
14, 1e-06, 0.099376
16, 1e-06, 0.186821
1, 1e-06, 0.156678
2, 1e-06, 0.150083
4, 1e-06, 0.11429
6, 1e-06, 0.11518
8, 1e-06, 0.117336
10, 1e-06, 0.113324
12, 1e-06, 0.111107
14, 1e-06, 0.09902
16, 1e-06, 0.111876
1, 1e-06, 0.155766
2, 1e-06, 0.149973
4, 1e-06, 0.108643
6, 1e-06, 0.104914
8, 1e-06, 0.118742
10, 1e-06, 0.139628
12, 1e-06, 0.109618
1, 1e-06, 0.158128
2, 1e-06, 0.155328
4, 1e-06, 0.121008
6, 1e-06, 0.112626
8, 1e-06, 0.143747
10, 1e-06, 0.179475
12, 1e-06, 0.106763
14, 1e-06, 0.122472
16, 1e-06, 0.211949
1, 1e-06, 0.159995
2, 1e-06, 0.157192
4, 1e-06, 0.108537
6, 1e-06, 0.115943
8, 1e-06, 0.13601
10, 1e-06, 0.115157
12, 1e-06, 0.102889
14, 1e-06, 0.118246
16, 1e-06, 0.25208
1, 1e-06, 0.170501
2, 1e-06, 0.158787
4, 1e-06, 0.111026
6, 1e-06, 0.105165
8, 1e-06, 0.118611
10, 1e-06, 0.115263
12, 1e-06, 0.104937
14, 1e-06, 0.104515
16, 1e-06, 0.200617
1, 1e-06, 0.159204
2, 1e-06, 0.16634
4, 1e-06, 0.113242
6, 1e-06, 0.104415
8, 1e-06, 0.12174
10, 1e-06, 0.115196
12, 1e-06, 0.102821
14, 1e-06, 0.106393
16, 1e-06, 0.171468
1, 1e-06, 0.167786
2, 1e-06, 0.156876
4, 1e-06, 0.109746
6, 1e-06, 0.112682
8, 1e-06, 0.120259
10, 1e-06, 0.112736
12, 1e-06, 0.106663
14, 1e-06, 0.11921
16, 1e-06, 0.253612
1, 1e-06, 0.16524
2, 1e-06, 0.153951
4, 1e-06, 0.118048
6, 1e-06, 0.109487
8, 1e-06, 0.132392
10, 1e-06, 0.110174
12, 1e-06, 0.101542
14, 1e-06, 0.10501
16, 1e-06, 0.098498
1, 1e-06, 0.164884
2, 1e-06, 0.1624
4, 1e-06, 0.117034
6, 1e-06, 0.1132
8, 1e-06, 0.123976
10, 1e-06, 0.109887
12, 1e-06, 0.103317
14, 1e-06, 0.101369
16, 1e-06, 0.186393
1, 1e-06, 0.158737
2, 1e-06, 0.158429
4, 1e-06, 0.118399
6, 1e-06, 0.118668
8, 1e-06, 0.107803
10, 1e-06, 0.112648
12, 1e-06, 0.101858
14, 1e-06, 0.100377
16, 1e-06, 0.192464
1, 1e-06, 0.163925
2, 1e-06, 0.175077
4, 1e-06, 0.115645
6, 1e-06, 0.104494
8, 1e-06, 0.144059
10, 1e-06, 0.108416
12, 1e-06, 0.102685
14, 1e-06, 0.10198
16, 1e-06, 0.115268
1, 1e-06, 0.155509
2, 1e-06, 0.148799
4, 1e-06, 0.10734
6, 1e-06, 0.102024
8, 1e-06, 0.107609
10, 1e-06, 0.112349
12, 1e-06, 0.100363
14, 1e-06, 0.105352
16, 1e-06, 0.241573
1, 1e-06, 0.166289
2, 1e-06, 0.147068
4, 1e-06, 0.107738
6, 1e-06, 0.100054
8, 1e-06, 0.107622
10, 1e-06, 0.111916
12, 1e-06, 0.109488
14, 1e-06, 0.115575
16, 1e-06, 0.216171
1, 1e-06, 0.157183
2, 1e-06, 0.149803
4, 1e-06, 0.107143
6, 1e-06, 0.103571
8, 1e-06, 0.1081
10, 1e-06, 0.110174
12, 1e-06, 0.10951
14, 1e-06, 0.11128
16, 1e-06, 0.199349
1, 1e-06, 0.155759
2, 1e-06, 0.150222
4, 1e-06, 0.109766
6, 1e-06, 0.118551
8, 1e-06, 0.132249
10, 1e-06, 0.113024
12, 1e-06, 0.110875
14, 1e-06, 0.119016
16, 1e-06, 0.131389
1, 1e-06, 0.155255
2, 1e-06, 0.150136
4, 1e-06, 0.107787
6, 1e-06, 0.103357
8, 1e-06, 0.115257
10, 1e-06, 0.113428
12, 1e-06, 0.110199
14, 1e-06, 0.10951
16, 1e-06, 0.199126
1, 1e-06, 0.156138
2, 1e-06, 0.147858
4, 1e-06, 0.109373
6, 1e-06, 0.105208
8, 1e-06, 0.119512
10, 1e-06, 0.185418
12, 1e-06, 0.105443
14, 1e-06, 0.099927
16, 1e-06, 0.184224
1, 1e-06, 0.161624
2, 1e-06, 0.150344
4, 1e-06, 0.108051
6, 1e-06, 0.102605
8, 1e-06, 0.116063
10, 1e-06, 0.117422
12, 1e-06, 0.109524
14, 1e-06, 0.101116
16, 1e-06, 0.186643
1, 1e-06, 0.156793
2, 1e-06, 0.148203
4, 1e-06, 0.109155
6, 1e-06, 0.102875
8, 1e-06, 0.100507
10, 1e-06, 0.119439
12, 1e-06, 0.109335
14, 1e-06, 0.11742
16, 1e-06, 0.194777
1, 1e-06, 0.155358
2, 1e-06, 0.148192
4, 1e-06, 0.108712
6, 1e-06, 0.104094
8, 1e-06, 0.097972
10, 1e-06, 0.11024
12, 1e-06, 0.12366
14, 1e-06, 0.111999
16, 1e-06, 0.198074
1, 1e-06, 0.156884
2, 1e-06, 0.149706
4, 1e-06, 0.107985
6, 1e-06, 0.102355
8, 1e-06, 0.112277
10, 1e-06, 0.117225
12, 1e-06, 0.110211
14, 1e-06, 0.11033
16, 1e-06, 0.195151
1, 1e-06, 0.157678
2, 1e-06, 0.149164
4, 1e-06, 0.109242
6, 1e-06, 0.105244
8, 1e-06, 0.122009
10, 1e-06, 0.111705
12, 1e-06, 0.101601
14, 1e-06, 0.101597
16, 1e-06, 0.191619
1, 1e-06, 0.166112
2, 1e-06, 0.175638
4, 1e-06, 0.10368
6, 1e-06, 0.104496
8, 1e-06, 0.108472
10, 1e-06, 0.114467
12, 1e-06, 0.100394
14, 1e-06, 0.100352
16, 1e-06, 0.174499
1, 1e-06, 0.161406
2, 1e-06, 0.149016
4, 1e-06, 0.106247
6, 1e-06, 0.102964
8, 1e-06, 0.109771
10, 1e-06, 0.178822
12, 1e-06, 0.1015
14, 1e-06, 0.102013
16, 1e-06, 0.186561
1, 1e-06, 0.156558
2, 1e-06, 0.14869
4, 1e-06, 0.108291
6, 1e-06, 0.102747
8, 1e-06, 0.108433
10, 1e-06, 0.11372
12, 1e-06, 0.109631
14, 1e-06, 0.110594
16, 1e-06, 0.239707
1, 1e-06, 0.157981
2, 1e-06, 0.147726
4, 1e-06, 0.108012
6, 1e-06, 0.102929
8, 1e-06, 0.108399
10, 1e-06, 0.110293
12, 1e-06, 0.099804
14, 1e-06, 0.096186
16, 1e-06, 0.191343
1, 1e-06, 0.158624
2, 1e-06, 0.149378
4, 1e-06, 0.148159
6, 1e-06, 0
8, 1e-06, 0.163838
10, 1e-06, 0.114366
12, 1e-06, 0.104924
14, 1e-06, 0.103895
16, 1e-06, 0.193196
1, 1e-06, 0.160187
2, 1e-06, 0.158044
4, 1e-06, 0.112919
6, 1e-06, 0.106477
8, 1e-06, 0.113496
10, 1e-06, 0.109774
12, 1e-06, 0.103212
14, 1e-06, 0.103066
16, 1e-06, 0.186431
1, 1e-06, 0.155378
2, 1e-06, 0.151654
4, 1e-06, 0.118614
6, 1e-06, 0.111188
8, 1e-06, 0.146444
10, 1e-06, 0.115893
12, 1e-06, 0.101987
14, 1e-06, 0.103718
16, 1e-06, 0.184835
1, 1e-06, 0.156515
2, 1e-06, 0.157628
4, 1e-06, 0.118203
6, 1e-06, 0.119915
8, 1e-06, 0.149375
10, 1e-06, 0.11775
12, 1e-06, 0.101892
14, 1e-06, 0.102696
16, 1e-06, 0.109555
1, 1e-06, 0.157706
2, 1e-06, 0.149685
4, 1e-06, 0.111488
6, 1e-06, 0.104908
8, 1e-06, 0.186731
10, 1e-06, 0.120218
12, 1e-06, 0.110093
14, 1e-06, 0.123562
16, 1e-06, 0.12803
1, 1e-06, 0.156552
2, 1e-06, 0.152335
4, 1e-06, 0.105972
6, 1e-06, 0.102928
8, 1e-06, 0.119305
10, 1e-06, 0.117641
12, 1e-06, 0.12021
14, 1e-06, 0.115115
16, 1e-06, 0.201748
1, 1e-06, 0.156454
2, 1e-06, 0.149319
4, 1e-06, 0.109482
6, 1e-06, 0.114904
8, 1e-06, 0.11336
10, 1e-06, 0.115985
12, 1e-06, 0.103911
14, 1e-06, 0.104835
16, 1e-06, 0.183398
1, 1e-06, 0.157221
2, 1e-06, 0.159022
4, 1e-06, 0.123596
6, 1e-06, 0.110343
8, 1e-06, 0.126404
10, 1e-06, 0.109797
12, 1e-06, 0.101289
14, 1e-06, 0.099894
16, 1e-06, 0.189312
1, 1e-06, 0.163204
2, 1e-06, 0.161201
4, 1e-06, 0.112895
6, 1e-06, 0.100697
8, 1e-06, 0.110697
10, 1e-06, 0.108811
12, 1e-06, 0.100407
14, 1e-06, 0.097561
16, 1e-06, 0.091508
1, 1e-06, 0.168978
2, 1e-06, 0.151637
4, 1e-06, 0.111037
6, 1e-06, 0.11091
8, 1e-06, 0.136535
10, 1e-06, 0.114748
12, 1e-06, 0.101568
14, 1e-06, 0.101635
16, 1e-06, 0.185233
1, 1e-06, 0.156514
2, 1e-06, 0.150927
4, 1e-06, 0.118811
6, 1e-06, 0.113835
8, 1e-06, 0.11175
10, 1e-06, 0.107136
1, 1e-06, 0.167315
2, 1e-06, 0.161026
4, 1e-06, 0.160692
6, 1e-06, 0.121409
8, 1e-06, 0.152741
10, 1e-06, 0.129547
12, 1e-06, 0.105884
14, 1e-06, 0.133747
16, 1e-06, 0.319348
1, 1e-06, 0.166852
2, 1e-06, 0.172101
4, 1e-06, 0.114197
6, 1e-06, 0.109688
8, 1e-06, 0.114411
10, 1e-06, 0.113787
12, 1e-06, 0.106622
14, 1e-06, 0.109837
16, 1e-06, 0.187445
1, 1e-06, 0.158657
2, 1e-06, 0.146562
4, 1e-06, 0.11373
6, 1e-06, 0.103854
8, 1e-06, 0.108983
10, 1e-06, 0.107121
12, 1e-06, 0.115337
14, 1e-06, 0.12609
16, 1e-06, 0.093416
1, 1e-06, 0.158769
2, 1e-06, 0.15232
4, 1e-06, 0.107248
6, 1e-06, 0.100894
8, 1e-06, 0.130792
10, 1e-06, 0.116102
12, 1e-06, 0.10709
14, 1e-06, 0.121518
16, 1e-06, 0.21407
1, 1e-06, 0.162462
2, 1e-06, 0.152911
4, 1e-06, 0.113604
6, 1e-06, 0.106175
8, 1e-06, 0.107275
10, 1e-06, 0.123121
12, 1e-06, 0.103345
14, 1e-06, 0.131176
16, 1e-06, 0.210077
1, 1e-06, 0.156821
2, 1e-06, 0.161485
4, 1e-06, 0.106584
6, 1e-06, 0.102714
8, 1e-06, 0.11199
10, 1e-06, 0.119141
12, 1e-06, 0.165539
14, 1e-06, 0.112399
16, 1e-06, 0.202381
1, 1e-06, 0.154524
2, 1e-06, 0.156191
4, 1e-06, 0.111274
6, 1e-06, 0.127996
8, 1e-06, 0.108016
10, 1e-06, 0.120324
12, 1e-06, 0.097427
14, 1e-06, 0.098587
16, 1e-06, 0.185103
1, 1e-06, 0.156493
2, 1e-06, 0.146368
4, 1e-06, 0.105846
6, 1e-06, 0.102287
8, 1e-06, 0.17378
10, 1e-06, 0.13956
12, 1e-06, 0.098037
14, 1e-06, 0.101776
16, 1e-06, 0.182894
1, 1e-06, 0.153515
2, 1e-06, 0.146987
4, 1e-06, 0.112378
6, 1e-06, 0.104666
8, 1e-06, 0.11117
10, 1e-06, 0.11
12, 1e-06, 0.110313
14, 1e-06, 0.116151
16, 1e-06, 0.202578
1, 1e-06, 0.158451
2, 1e-06, 0.153134
4, 1e-06, 0.117228
6, 1e-06, 0.109973
8, 1e-06, 0.153566
10, 1e-06, 0.106573
12, 1e-06, 0.099555
14, 1e-06, 0.09953
16, 1e-06, 0.202472
1, 1e-06, 0.172353
2, 1e-06, 0.151007
4, 1e-06, 0.100901
6, 1e-06, 0.102216
8, 1e-06, 0.138427
10, 1e-06, 0.115094
12, 1e-06, 0.110259
14, 1e-06, 0.144517
16, 1e-06, 0.22131
1, 1e-06, 0.167915
2, 1e-06, 0.155189
4, 1e-06, 0.114417
6, 1e-06, 0.107369
8, 1e-06, 0.105797
10, 1e-06, 0.112306
12, 1e-06, 0.103719
14, 1e-06, 0.102676
16, 1e-06, 0.195074
1, 1e-06, 0.171049
2, 1e-06, 0.153942
4, 1e-06, 0.12454
6, 1e-06, 0.152791
8, 1e-06, 0.163722
10, 1e-06, 0.108783
12, 1e-06, 0.09925
14, 1e-06, 0.123276
16, 1e-06, 0.160283
1, 1e-06, 0.158458
2, 1e-06, 0.157065
4, 1e-06, 0.116427
6, 1e-06, 0.112921
8, 1e-06, 0.143027
10, 1e-06, 0.15886
12, 1e-06, 0.100922
14, 1e-06, 0.115514
16, 1e-06, 0.182711
1, 1e-06, 0.152912
2, 1e-06, 0.154695
4, 1e-06, 0.106411
6, 1e-06, 0.122333
8, 1e-06, 0.182198
10, 1e-06, 0.108666
12, 1e-06, 0.103098
14, 1e-06, 0.102454
16, 1e-06, 0.194899
1, 1e-06, 0.156822
2, 1e-06, 0.14454
4, 1e-06, 0.107884
6, 1e-06, 0.116346
8, 1e-06, 0.121617
10, 1e-06, 0.127383
12, 1e-06, 0.101758
14, 1e-06, 0.105014
16, 1e-06, 0.295799
1, 1e-06, 0.186589
2, 1e-06, 0.157788
4, 1e-06, 0.110121
6, 1e-06, 0.099654
8, 1e-06, 0.136366
10, 1e-06, 0.10606
12, 1e-06, 0.099301
14, 1e-06, 0.099345
16, 1e-06, 0.099287
1, 1e-06, 0.153583
2, 1e-06, 0.148964
4, 1e-06, 0.110367
6, 1e-06, 0.122949
8, 1e-06, 0.17527
10, 1e-06, 0.115161
12, 1e-06, 0.107308
14, 1e-06, 0.109192
16, 1e-06, 0.203343
1, 1e-06, 0.154722
2, 1e-06, 0.156247
4, 1e-06, 0.115393
6, 1e-06, 0.115188
8, 1e-06, 0.119622
10, 1e-06, 0.128982
12, 1e-06, 0.114436
14, 1e-06, 0.115348
16, 1e-06, 0.201438
1, 1e-06, 0.18473
2, 1e-06, 0.152643
4, 1e-06, 0.103481
6, 1e-06, 0.12332
8, 1e-06, 0.130011
10, 1e-06, 0.114975
12, 1e-06, 0.113251
14, 1e-06, 0.098538
16, 1e-06, 0
1, 1e-06, 0.176784
2, 1e-06, 0.148446
4, 1e-06, 0.11
6, 1e-06, 0.101526
8, 1e-06, 0.132934
10, 1e-06, 0.121213
12, 1e-06, 0.134819
14, 1e-06, 0.104171
16, 1e-06, 0.191078
1, 1e-06, 0.160194
2, 1e-06, 0.154877
4, 1e-06, 0.120487
6, 1e-06, 0.111233
8, 1e-06, 0.111101
10, 1e-06, 0.12434
12, 1e-06, 0.118555
14, 1e-06, 0.12613
16, 1e-06, 0.149998
1, 1e-06, 0.164594
2, 1e-06, 0.153567
4, 1e-06, 0.114749
6, 1e-06, 0.107193
8, 1e-06, 0.113728
10, 1e-06, 0.108065
12, 1e-06, 0.110848
14, 1e-06, 0.111465
16, 1e-06, 0.159401
1, 1e-06, 0.169943
2, 1e-06, 0.156813
4, 1e-06, 0.123094
6, 1e-06, 0.20144
8, 1e-06, 0.118096
10, 1e-06, 0.142121
12, 1e-06, 0.105853
14, 1e-06, 0.103344
16, 1e-06, 0.192389
1, 1e-06, 0.164159
2, 1e-06, 0.160248
4, 1e-06, 0.152619
6, 1e-06, 0.120434
8, 1e-06, 0.126795
10, 1e-06, 0.113961
1, 1e-06, 0.181835
2, 1e-06, 0.169897
4, 1e-06, 0.122361
6, 1e-06, 0.141378
8, 1e-06, 0.145625
10, 1e-06, 0.125921
12, 1e-06, 0.112507
14, 1e-06, 0.114529
16, 1e-06, 0.221249
1, 1e-06, 0.170766
2, 1e-06, 0.170305
4, 1e-06, 0.120916
6, 1e-06, 0.105843
8, 1e-06, 0.10729
10, 1e-06, 0.107666
12, 1e-06, 0.136226
14, 1e-06, 0.109703
16, 1e-06, 0.184747
1, 1e-06, 0.157992
2, 1e-06, 0.15754
4, 1e-06, 0.11296
6, 1e-06, 0.103928
8, 1e-06, 0.126909
10, 1e-06, 0.11393
12, 1e-06, 0.104675
14, 1e-06, 0.1087
16, 1e-06, 0.198119
1, 1e-06, 0.165422
2, 1e-06, 0.160521
4, 1e-06, 0.105542
6, 1e-06, 0.106586
8, 1e-06, 0.124724
10, 1e-06, 0.110143
12, 1e-06, 0.110198
14, 1e-06, 0.11679
16, 1e-06, 0
1, 1e-06, 0.159803
2, 1e-06, 0.152438
4, 1e-06, 0.113723
6, 1e-06, 0.106585
8, 1e-06, 0.111377
10, 1e-06, 0.113322
12, 1e-06, 0.103271
14, 1e-06, 0.141625
16, 1e-06, 0.197986
1, 1e-06, 0.165548
2, 1e-06, 0.151977
4, 1e-06, 0.119547
6, 1e-06, 0.103438
8, 1e-06, 0.096851
10, 1e-06, 0.1092
12, 1e-06, 0.10304
14, 1e-06, 0.10518
16, 1e-06, 0
1, 1e-06, 0.168666
2, 1e-06, 0.163815
4, 1e-06, 0.111733
6, 1e-06, 0.13773
8, 1e-06, 0.13762
10, 1e-06, 0.113863
12, 1e-06, 0.108552
14, 1e-06, 0.108921
1, 1e-06, 0.180825
2, 1e-06, 0.169728
4, 1e-06, 0.122299
6, 1e-06, 0.118816
8, 1e-06, 0.110182
10, 1e-06, 0.115802
12, 1e-06, 0.106195
14, 1e-06, 0.123665
16, 1e-06, 0.225689
1, 1e-06, 0.156922
2, 1e-06, 0.148927
4, 1e-06, 0.107389
6, 1e-06, 0.102061
8, 1e-06, 0.124448
10, 1e-06, 0.106978
12, 1e-06, 0.102717
14, 1e-06, 0.10487
16, 1e-06, 0.189098
1, 1e-06, 0.155116
2, 1e-06, 0.149089
4, 1e-06, 0.108069
6, 1e-06, 0.110973
8, 1e-06, 0.151325
10, 1e-06, 0.11593
12, 1e-06, 0.112123
14, 1e-06, 0.104707
16, 1e-06, 0.208227
1, 1e-06, 0.160165
2, 1e-06, 0.152864
4, 1e-06, 0.111506
6, 1e-06, 0.106549
8, 1e-06, 0.149155
10, 1e-06, 0.111567
12, 1e-06, 0.107221
14, 1e-06, 0.104179
1, 1e-06, 0.176541
2, 1e-06, 0.16671
4, 1e-06, 0.119113
6, 1e-06, 0.114414
8, 1e-06, 0.142612
10, 1e-06, 0.118541
12, 1e-06, 0.123071
14, 1e-06, 0.110081
16, 1e-06, 0.203107
1, 1e-06, 0.160085
2, 1e-06, 0.14816
4, 1e-06, 0.110607
6, 1e-06, 0.115758
8, 1e-06, 0.116295
10, 1e-06, 0.107808
12, 1e-06, 0.103174
14, 1e-06, 0.101851
16, 1e-06, 0
1, 1e-06, 0.159751
2, 1e-06, 0.14841
4, 1e-06, 0.108423
6, 1e-06, 0.102267
8, 1e-06, 0.09859
10, 1e-06, 0.112468
12, 1e-06, 0.151747
14, 1e-06, 0.105766
16, 1e-06, 0.103991
1, 1e-06, 0.157059
2, 1e-06, 0.1494
4, 1e-06, 0.109097
6, 1e-06, 0.10745
8, 1e-06, 0.158881
10, 1e-06, 0.110697
12, 1e-06, 0.103097
14, 1e-06, 0.104275
16, 1e-06, 0.222963
1, 1e-06, 0.169714
2, 1e-06, 0.16396
4, 1e-06, 0.112224
6, 1e-06, 0.112314
8, 1e-06, 0.134734
10, 1e-06, 0.119483
12, 1e-06, 0.109636
14, 1e-06, 0.109098
16, 1e-06, 0.251946
1, 1e-06, 0.169199
2, 1e-06, 0.163362
4, 1e-06, 0.11405
6, 1e-06, 0.110079
8, 1e-06, 0.141862
10, 1e-06, 0.11312
12, 1e-06, 0.106558
14, 1e-06, 0.109965
16, 1e-06, 0.180931
1, 1e-06, 0.16417
2, 1e-06, 0.162029
4, 1e-06, 0.112885
6, 1e-06, 0.127406
8, 1e-06, 0.11938
10, 1e-06, 0.117941
12, 1e-06, 0.106856
14, 1e-06, 0.111564
16, 1e-06, 0.250386
1, 1e-06, 0.169091
2, 1e-06, 0.162329
4, 1e-06, 0.117827
6, 1e-06, 0.110861
8, 1e-06, 0.117366
10, 1e-06, 0.110747
12, 1e-06, 0.10837
14, 1e-06, 0.103725
16, 1e-06, 0.202528
1, 1e-06, 0.19057
2, 1e-06, 0.164327
4, 1e-06, 0.219873
6, 1e-06, 0.1039
8, 1e-06, 0.117268
10, 1e-06, 0.106733
12, 1e-06, 0.233201
14, 1e-06, 0.115061
16, 1e-06, 0.284328
1, 1e-06, 0.166347
2, 1e-06, 0.167786
4, 1e-06, 0.113839
6, 1e-06, 0.111778
8, 1e-06, 0.150356
10, 1e-06, 0.11276
12, 1e-06, 0.105568
14, 1e-06, 0.109074
16, 1e-06, 0.196286
1, 1e-06, 0.16805
2, 1e-06, 0.15881
4, 1e-06, 0.214258
6, 1e-06, 0.121007
8, 1e-06, 0.122431
10, 1e-06, 0.115505
12, 1e-06, 0.106398
14, 1e-06, 0.110535
16, 1e-06, 0.232984
1, 1e-06, 0.168655
2, 1e-06, 0.155112
4, 1e-06, 0.109745
6, 1e-06, 0.107243
8, 1e-06, 0.137644
10, 1e-06, 0.123812
12, 1e-06, 0.105626
14, 1e-06, 0.099469
16, 1e-06, 0.247275
1, 1e-06, 0.170059
2, 1e-06, 0.157482
4, 1e-06, 0.11381
6, 1e-06, 0.118691
8, 1e-06, 0.147114
10, 1e-06, 0.174518
12, 1e-06, 0.104522
14, 1e-06, 0.12775
16, 1e-06, 0.200011
1, 1e-06, 0.168166
2, 1e-06, 0.164766
4, 1e-06, 0.11133
6, 1e-06, 0.102067
8, 1e-06, 0.112186
10, 1e-06, 0.138688
12, 1e-06, 0.109829
14, 1e-06, 0.116937
16, 1e-06, 0.155089
1, 1e-06, 0.16403
2, 1e-06, 0.150166
4, 1e-06, 0.217457
6, 1e-06, 0.112768
8, 1e-06, 0.115887
10, 1e-06, 0.10743
12, 1e-06, 0.110456
14, 1e-06, 0.103414
16, 1e-06, 0.211379
1, 1e-06, 0.179279
2, 1e-06, 0.162209
4, 1e-06, 0.120616
6, 1e-06, 0.11234
8, 1e-06, 0.114126
10, 1e-06, 0.110841
12, 1e-06, 0.102047
14, 1e-06, 0.105549
16, 1e-06, 0.218099
1, 1e-06, 0.169434
2, 1e-06, 0.165524
4, 1e-06, 0.117205
6, 1e-06, 0.111745
8, 1e-06, 0.129216
10, 1e-06, 0.185238
12, 1e-06, 0.108873
14, 1e-06, 0.111485
16, 1e-06, 0.206782
1, 1e-06, 0.163373
2, 1e-06, 0.162741
4, 1e-06, 0.120379
6, 1e-06, 0.105981
8, 1e-06, 0.108346
10, 1e-06, 0.117731
12, 1e-06, 0.107127
14, 1e-06, 0.180115
16, 1e-06, 0.244432
1, 1e-06, 0.157759
2, 1e-06, 0.180237
4, 1e-06, 0.121332
6, 1e-06, 0.11608
8, 1e-06, 0.150824
10, 1e-06, 0.114954
12, 1e-06, 0.122066
14, 1e-06, 0.136007
16, 1e-06, 0.231174
1, 1e-06, 0.167499
2, 1e-06, 0.155407
4, 1e-06, 0.108329
6, 1e-06, 0.105101
8, 1e-06, 0.112295
10, 1e-06, 0.113513
12, 1e-06, 0.107188
14, 1e-06, 0.107241
16, 1e-06, 0.200526
1, 1e-06, 0.179454
2, 1e-06, 0.165551
4, 1e-06, 0.113593
6, 1e-06, 0.106254
8, 1e-06, 0.112772
10, 1e-06, 0.122746
12, 1e-06, 0.122056
14, 1e-06, 0.101991
